,SMILES,measurement_type,measurement_value,Kinase_name
10440,O=C(Nc1sc(N2CC(N3CCCCC3)C2)nc1-c1cc(Cl)ccc1OC(F)F)c1cnn2cccnc12,pKi,9.07,JAK2
4138,CN1CCC2C(C1)OCCN2C(=O)Cn1cc(NC(=O)c2c(N)nn3cccnc23)c(-c2cc(Cl)ccc2OC(F)F)n1,pKi,8.9,JAK2
2596,C=C(C)C(=O)Nc1cc(-c2ncnc3[nH]cc(C(=O)OCC)c23)ccc1CN(C)C,pIC50,8.82,JAK1
1513,CC1(O)CCC(n2cc(C(N)=O)c(Nc3ccc(Cl)cc3)n2)C(C#N)C1,pIC50,9.0,JAK1
3385,CN(CC1(C#N)CCCCC1)C1CCN(C(=O)Cn2cc(NC(=O)c3cnn4cccnc34)c(-c3cc(Cl)ccc3OC(F)F)n2)CC1,pKi,8.87,JAK2
972,CC(C)CS(=O)(=O)N1CCCC(Nc2ncccc2-c2cnc3[nH]ncc3n2)C1,pKi,9.83,JAK3
4342,CN1CCN(c2ccc(Nc3nc4c(-c5ccc(C(F)(F)F)cc5)cccn4n3)cc2)CC1,pIC50,8.51,JAK2
7672,Nc1nc(Nc2ccc(C(=O)O)cc2)nn1C(=O)c1c(F)cccc1F,pIC50,7.38,JAK2
7970,O=C(c1cccc(-c2cnc3[nH]ccc3c2)c1)N1CCOCC1,pKi,6.0,JAK2
6924,N#CCNCC1CCC(N2CNC(=O)c3cnc4[nH]ccc4c32)CC1,pIC50,8.15,JAK2
6122,Cc1ccc(-n2cc(-c3cccn4nc(Nc5ccc(C6CCNCC6)cc5)nc34)cn2)cc1,pIC50,8.39,JAK2
9801,N#CCC1(n2cc(C(N)=O)c(Nc3ccccc3)n2)CC(C#N)C1,pIC50,6.39,JAK2
2715,CCOC(=O)c1c[nH]c2ncnc(-c3cccc(NC(=O)C=CC(C)=O)c3)c12,pIC50,8.28,JAK1
5981,Cc1cc(Nc2cnc(C#N)c(NC(C)c3ncc(F)cn3)n2)n[nH]1,pIC50,8.22,JAK2
9934,N#CCC1(n2cc(C(N)=O)c(Nc3ccccc3)n2)CN(C(=O)OC2CCCC2)C1,pIC50,8.52,JAK1
7374,OCCNCC1CCC(c2nnn3cnc4[nH]ccc4c23)CC1,pIC50,7.03,TYK2
6884,O=C1c2cnc3[nH]ccc3c2N(C2CCC(CNCC(F)(F)F)CC2)CN1CC1CC1,pIC50,7.57,JAK2
4940,COc1cc(Nc2nc3cccc(-c4ccc(NS(C)(=O)=O)cc4)c3o2)cc(OC)c1OC,pIC50,6.82,TYK2
1995,CC1CN(C(=O)C2(C#N)COC2)CC1Nc1c(C(N)=O)cnn2cc(-c3cnn(C)c3)nc12,pIC50,8.08,JAK1
9114,O=c1[nH]c2cnc(-n3cnc4ccc(F)cc43)nc2n1C1CCOc2c(F)cccc21,pKi,7.2,TYK2
8983,NC(=O)c1cnc2[nH]ccc2c1NC1CCN(c2ccc(CO)cn2)CC1,pIC50,8.04,JAK1
6899,O=C1c2cnc3[nH]ccc3c2N(C2CCC(CNCC(F)F)CC2)CN1C1CC1,pIC50,7.3,JAK3
7824,N#CC1CC(N2CCC2)CCC1n1cc(C(N)=O)c(Nc2ccc(Cl)c(F)c2)n1,pIC50,7.08,JAK2
8496,N#CCC1(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)CCN(C(=O)OCC(F)F)CC1,pIC50,9.3,JAK1
6789,N#CCC(=O)N1CCC12CCN(c1ncnc3[nH]ccc13)C2,pIC50,7.06,JAK1
7014,N#CC=C1CCC(c2nnn3cnc4[nH]ccc4c23)CC1,pIC50,7.85,JAK2
7594,O=C1Nc2ccc(C(=O)c3cccs3)cc2C1=CC(=O)c1ccc[nH]1,pIC50,6.59,JAK1
3804,CN(c1ncnc2[nH]ccc12)C1CCC(CS(=O)(=O)N2CCC(O)(c3ccccc3)CC2)CC1,pIC50,8.3,JAK3
5810,Cc1cc(Nc2nc(NC(C)c3ncc(F)cn3)ncc2Cl)[nH]n1,pIC50,7.24,JAK2
806,COCC(C)(C)NC1CCC(n2cc(C(N)=O)c(Nc3ccccc3)n2)C(C#N)C1,pIC50,7.8,JAK1
8589,N#CC1CC(C(=O)NCC(F)(F)F)CCC1n1cc(C(N)=O)c(Nc2ccc(Cl)cc2)n1,pIC50,7.42,JAK2
6936,O=C1NCN(C2CCCCC2)c2c1cnc1[nH]ccc21,pIC50,7.85,JAK2
60,C=CCOCCC(=O)N1CCCC12CCCN(c1ncnc3[nH]ccc13)C2,pIC50,7.33,JAK3
6329,Cc1ccccc1NC(=O)N1CC(CC#N)(n2cc(C(N)=O)c(Nc3ccccc3)n2)C1,pIC50,6.79,JAK2
2391,CCN(CCC(F)(F)F)C(=O)C1CCCN(c2cc(-c3c(N)nn4cccnc34)ncn2)C1,pIC50,8.34,JAK2
7113,FCC1CCC(c2nnn3cnc4[nH]ccc4c23)CC1,pIC50,7.19,JAK3
1834,CC1CCC(C)N1c1ncnc2[nH]ccc12,pIC50,6.57,JAK1
2083,CCC(NC(=O)c1c[nH]c2ncc(-c3nn(C)c4cc(Cl)ccc34)nc12)C(=O)N1CC(C#N)C1,pIC50,8.38,JAK2
8796,N#CC1CCN(Cc2cncs2)CC1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,pIC50,9.3,JAK1
1987,CC1CN(C(=O)C2(C#N)CC2)CC1Nc1c(C(N)=O)cnn2cc(-c3cnn(C(C)C)c3)nc12,pIC50,8.54,JAK1
5001,COc1cc(N2CCC(CC#N)(n3cc(C(N)=O)c(Nc4ccc(F)cc4)n3)CC2)ccn1,pIC50,8.3,JAK2
2206,CCC1CN(c2ncc(C#N)s2)CC1Nc1c(C(N)=O)cnn2cc(-c3cnn(CC(C)C)c3)cc12,pIC50,9.7,JAK1
3184,CN(C)C1CCN(C(=O)Cn2cc(NC(=O)c3cnn4cccnc34)c(-c3cc(Cl)ccc3OC(F)F)n2)C1,pKi,9.27,JAK1
10491,O=C(CN1CCOCC1)Cn1cc(NC(=O)c2cnn3cccnc23)c(-c2cc(Cl)ccc2OC(F)F)n1,pKi,8.77,JAK1
3068,COc1cccc(-c2cccn3nc(Nc4ccc(C5CCN(CC(=O)N(C)C)CC5)cc4)nc23)c1F,pIC50,7.02,JAK3
1558,CC1(CO)CCCC1Nc1c(C(N)=O)cnn2cccc12,pIC50,7.62,JAK1
4141,CN1CCC2CN(C(=O)Cn3cc(NC(=O)c4c(N)nn5cccnc45)c(-c4cc(Cl)ccc4OC(F)F)n3)CCC21,pKi,9.13,JAK1
5820,Cc1cc(Nc2nc(NC(C)c3ccc(F)cn3)c(F)c(N3CCN(C)CC3)n2)[nH]n1,pIC50,7.82,JAK1
2965,CCn1c(C(=O)N(C2CC2)C2CC2)cc2c3c(ncn3C)c(Nc3nc(C)c(C(=O)NC)s3)nc21,pIC50,9.05,JAK2
3726,CN(c1ncnc2[nH]ccc12)C1CCC(CS(=O)(=O)N2CCC(O)(COc3cccc(F)c3)C2)CC1,pIC50,8.51,JAK3
6374,Cc1cnc(Nc2ccc(N3CCN(C)CC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1,pIC50,8.22,JAK1
6954,O=c1[nH]c2cnc3[nH]ccc3c2n1C1CCOCC1,pIC50,6.3,JAK2
3854,CN(c1ncnc2[nH]ccc12)C1CCC(CS(=O)(=O)N2CCCC(C(F)(F)F)C2)CC1,pIC50,8.14,JAK1
5185,COc1cccc(COC(=O)N2CC(CC#N)(n3cc(C(N)=O)c(Nc4ccccc4)n3)C2)c1,pIC50,7.68,JAK1
3267,CN(C)CCN(C)c1ccc2cc1COCC=CCOCc1cccc(c1)-c1ccnc(n1)N2,pIC50,7.15,TYK2
2165,CCC1CN(C(=O)C2(C#N)CC2)CC1Nc1c(C(N)=O)cnn2cc(-c3cn(CC(C)(C)O)nc3C)nc12,pIC50,8.77,JAK3
2780,CCOc1ccc(C(F)(F)F)cc1-c1cccn2nc(Nc3ccc4c(c3)CCNCC4)nc12,pIC50,6.86,JAK2
4762,COC(=O)N1CCC(CC#N)(n2cc(C(N)=O)c(Nc3ccc(S(C)(=O)=O)cc3)n2)CC1,pIC50,7.8,JAK2
2858,CCc1cc(O)c(F)cc1-c1ccc2c(c1)N=NC2=C1N=c2cc(Cc3ccc(N4C=CC=CC4)nc3)cnc2=N1,pIC50,8.4,JAK1
6337,Cc1ccccc1-c1nnn2cnc3[nH]ccc3c12,pIC50,6.89,JAK2
6816,N#CCC(=O)N1CCC12CCCCN(c1ncnc3[nH]ccc13)C2,pIC50,7.43,JAK1
3028,CN(C)C(=O)C=Cc1ccc(-c2nc3cnc4[nH]ccc4c3n2C2CCCCC2)o1,pIC50,7.11,JAK2
2202,CCC1CN(c2ncc(C#N)s2)CC1Nc1c(C(N)=O)cnn2cc(-c3cnn(C)c3)cc12,pIC50,9.52,JAK1
9453,N#CCC1(n2cc(C(N)=O)c(Nc3ccnc(F)c3)n2)CCN(Cc2ccccc2Cl)CC1,pIC50,9.7,JAK1
7427,c1cc2c(ncn3nnc(C4CCC(N5CCOCC5)CC4)c23)[nH]1,pIC50,6.64,JAK2
7213,NC(=O)C1CCN(CC2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)CC1,pIC50,7.64,JAK1
1739,CC(=O)N1CCN(c2cc3c(NC4CC5CN(S(C)(=O)=O)CC5C4C)c(C(N)=O)cnn3c2)C1=O,pIC50,9.1,JAK1
2662,CCOC(=O)c1c[nH]c2ncnc(-c3ccc4ccccc4c3)c12,pIC50,8.06,JAK1
6500,Cn1nccc1CN1CCC(CC#N)(n2cc(C(N)=O)c(Nc3ccnc(F)c3)n2)CC1,pIC50,7.43,JAK2
7049,O=C(NCC(F)(F)F)C1CCC(c2nnn3cnc4[nH]ccc4c23)CC1,pIC50,7.59,JAK2
6533,Cn1cc(C2=C(Nc3cccc(OCCNc4ccnc(F)c4)c3)C(=O)NC2=O)c2ccccc21,pIC50,6.75,JAK1
1255,CC(O)(c1ccc(Nc2nn(C3CCC(N4CCC4)CC3C#N)cc2C(N)=O)cc1)C(F)(F)F,pIC50,8.7,JAK2
6171,Cc1ccc(Cl)cc1NC(=O)N1CC(CC#N)(n2cc(C(N)=O)c(Nc3ccccc3)n2)C1,pIC50,6.83,JAK2
2195,CCC1CN(C(=O)C2(C#N)CC2)CC1Nc1c(C(N)=O)cnn2cc(-c3ccc(C)nc3)cc12,pIC50,8.85,JAK3
371,CC(C)(O)C(=O)N1CCN(c2ccc(C(F)(F)F)c(C3=C(c4c[nH]c5ccccc45)C(=O)NC3=O)c2)CC1,pIC50,9.3,JAK1
9137,NC1CCC(Nc2nccc(-c3c[nH]c4ncccc34)n2)CC1,pKi,6.1,TYK2
834,CC(C)(c1ccc(Nc2nn(C3CCC(O)CC3C#N)cc2C(N)=O)cc1)C(O)C(F)(F)F,pIC50,9.3,JAK1
3476,COCCN(C)CC1CCC(c2nnn3cnc4[nH]ccc4c23)CC1,pIC50,7.96,JAK1
8300,OCCOc1ccc(CN2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)cc1,pIC50,7.08,JAK1
2713,CC=CC(=O)Nc1cccc(-c2ncnc3[nH]cc(C(=O)OCC)c23)c1,pIC50,8.8,JAK1
4402,C=CC(=O)Nc1cccc(-n2cnc3cnc(Nc4ccc(N5CCN(C)CC5)cc4)nc32)c1,pIC50,7.17,JAK1
9761,O=C(Nc1n[nH]c2ccc(-c3cn(Cc4ccccc4)nn3)cc12)c1cccc(F)c1,pKi,6.7,JAK2
2215,CCC1CN(C(=O)C(C)O)CCC1Nc1c(C(N)=O)cnn2cc(-c3ccnc(OC)c3)cc12,pIC50,8.15,JAK3
6130,Cc1ccc(CN2CCC(CC#N)(n3cc(C(N)=O)c(Nc4ccccc4)n3)CC2)cc1C,pIC50,6.34,JAK2
8631,N#CC1CC(NC2CCOCC2)CCC1n1cc(C(N)=O)c(Nc2ccc(Cl)cc2)n1,pIC50,6.99,JAK2
8445,N#CCC1(n2cc(C(N)=O)c(Nc3ccc(S(=O)(=O)C(F)F)cc3)n2)CCC(NC2CCOCC2)CC1,pIC50,8.3,JAK2
256,CC(NC(=O)c1c[nH]c2ncc(-c3ncn4cc(F)cc(F)c34)nc12)C(=O)N1CC(C#N)C1,pIC50,9.0,JAK3
9796,N#CCC(C1CC1)n1cc(C(N)=O)c(Nc2ccccc2)n1,pIC50,8.0,JAK1
9169,Clc1n[nH]c2ccc(CN3CCC(c4nnn5cnc6[nH]ccc6c45)CC3)cc12,pIC50,6.42,JAK3
3440,CN(CCC#N)CC1CCC(c2nnn3cnc4[nH]ccc4c23)CC1,pIC50,7.54,JAK2
1876,CC1CCCN1S(=O)(=O)CC1CCC(N(C)c2ncnc3[nH]ccc23)CC1,pIC50,8.19,JAK3
6978,NC1CCC(n2nnc3cnc4[nH]ccc4c32)CC1,pKi,7.68,JAK1
547,CC(C)(C)OC(=O)N1CCC(CC#N)(n2cc(C(N)=O)c(Nc3ccc(C(=O)N4CCOCC4)cc3)n2)CC1,pIC50,9.15,JAK2
778,CC(C)(O)CN1CCN(c2cccc(Nc3nc4c(-c5ccc(S(C)(=O)=O)cc5)cccn4n3)c2)CC1,pIC50,6.96,JAK1
2613,C=CC(=O)Nc1cc(-c2ncnc3[nH]cc(C(=O)OCC)c23)ccc1C,pIC50,10.48,JAK3
7840,N#CC1CCCCC1n1cc(C(N)=O)c(Nc2ccc(Cl)c(Cl)c2)n1,pIC50,7.03,JAK2
6035,Cc1cc(CN2CCC(n3cc(C(N)=O)c(Nc4ccc(F)cc4)n3)C(C#N)C2)no1,pIC50,7.04,JAK2
1689,CC1(NC2CCC(n3cc(C(N)=O)c(Nc4ccc(Cl)cc4)n3)C(C#N)C2)COC1,pIC50,9.0,JAK1
5417,CS(=O)(=O)N1CCCC(Nc2ncncc2-c2cnc3[nH]ccc3n2)C1,pIC50,10.44,JAK3
2360,CCN(CC)C(=O)C1CCCN(c2cc(-c3c(N)nn4cccnc34)ncn2)C1,pKi,6.4,JAK3
815,CC(C)(O)COCc1cccc(Nc2sc(-c3c(F)cc(C(C)(C)O)cc3F)cc2C(N)=O)n1,pIC50,6.12,JAK3
4179,CN1CCN(C(=O)c2ccc3c(c2)[nH]c2c(C(N)=O)ccc(-c4ccccc4F)c23)CC1,pIC50,7.3,JAK2
1683,CC1(COC(=O)N2CCC(C#N)C(n3cc(C(N)=O)c(Nc4ccc(F)cc4)n3)C2)COC1,pIC50,8.4,JAK1
6436,Cc1noc(-c2ccc(Nc3nn(C4CCCCC4C#N)cc3C(N)=O)cc2)n1,pIC50,7.6,JAK2
2889,CCc1cc(O)c(F)cc1-c1ccc2c(-c3nc4c([nH]3)CCN(Cc3ccc(Oc5ccccc5)nc3)C4)n[nH]c2c1,pIC50,8.62,JAK3
3389,CN(CC1(C#N)CCCCC1)C1CCN(c2nc(-c3cc(Cl)ccc3OC(F)F)c(NC(=O)c3cnn4cccnc34)s2)CC1,pKi,8.38,JAK2
9496,Nc1n[nH]c2ccc(-c3ccccc3Cl)cc12,pIC50,6.43,JAK1
9479,N#CCC1(n2cc(C(N)=O)c(Nc3ccnc(F)c3)n2)CCC(Nc2ccccc2F)CC1,pIC50,10.4,JAK1
3020,CN(C)C(=O)C(C#N)=Cc1ccc(-c2nc3cnc4[nH]ccc4c3n2C2CCCCC2)o1,pIC50,6.46,JAK2
3773,CN(c1ncnc2[nH]ccc12)C1CCC(CS(=O)(=O)N2CCC(Oc3ccccc3C#N)C2)CC1,pIC50,8.17,JAK1
10080,O=C(NC1CCOCC1)c1cnn2ccc(NC3Cc4ccccc4C3)nc12,pKi,7.4,JAK1
5631,CS(=O)(=O)c1ccc(-c2cccn3nc(Nc4cnn(C5CCNCC5)c4)nc23)cc1,pIC50,9.15,JAK2
952,CC(C)CS(=O)(=O)N1CCC(O)C(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,pIC50,11.38,JAK3
9701,Clc1cc(-c2c[nH]c3ncccc23)cc(NCc2ccccc2)n1,pKi,8.1,JAK3
9877,N#CCC1(n2cc(C(N)=O)c(Nc3ccccc3)n2)CCN(Cc2c(F)ccc(F)c2F)CC1,pIC50,7.96,JAK2
6463,Cc1nc2cnc3[nH]ccc3c2n1C1CCCNC1,pKi,6.24,JAK2
8205,N#CCc1ccc(Nc2nn(C(CC#N)C3CC3)cc2C(N)=O)cc1,pIC50,7.62,JAK2
91,CC(C#N)=C1CCC(c2nnn3cnc4[nH]ccc4c23)CC1,pIC50,7.26,JAK2
4343,CN1CCN(c2ccc(Nc3nc4c(-c5ccc(C(F)(F)F)cc5)cccn4n3)cc2)CC1,pIC50,7.16,JAK1
3853,CN(c1ncnc2[nH]ccc12)C1CCC(CS(=O)(=O)N2CCCC(C(F)(F)F)C2)CC1,pIC50,7.27,JAK2
5587,CS(=O)(=O)c1ccc(-c2cccn3nc(Nc4ccc5c(c4)CCC(N4CCOCC4)CC5)nc23)cc1,pIC50,8.81,JAK2
9632,c1ccc(CN2CCC(n3cnc4cnc5[nH]ccc5c43)C2)cc1,pKi,7.05,TYK2
4893,C=CC(=O)Nc1cccc(CNc2nc(Nc3cnn(CCOC)c3)ncc2Cl)c1,pIC50,6.39,TYK2
3654,CN(c1ncnc2[nH]ccc12)C1CC2CN(C(=O)Nc3nc(CO)ns3)CC2C1,pIC50,6.7,JAK3
10207,O=C(CBr)Nc1cccc(-c2cnc3ccccc3n2)c1,pIC50,9.52,JAK1
152,CC(=O)N1CCCC(Nc2ncccc2-c2cnc3ccn(C)c3n2)C1,pIC50,8.0,JAK2
3418,CN(CC1CCC(N2CNC(=O)c3cnc4[nH]ccc4c32)CC1)CC(F)(F)F,pIC50,8.34,JAK2
5407,CS(=O)(=O)N1CCCC(Nc2nc(Nc3ccncc3)ncc2-c2cnc3[nH]ccc3n2)C1,pKi,10.12,JAK1
7078,O=CC1CCC(c2nnn3cnc4[nH]ccc4c23)CC1,pIC50,7.82,JAK2
8799,N#CC1CCN(Cc2cscn2)CC1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,pIC50,7.72,JAK2
7526,Brc1cc(CN2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)sc1Br,pIC50,7.68,JAK1
5916,Cc1cc(Nc2ncc(F)c(=NC3C4C=CC(C4)C3C(=N)O)[nH]2)ccc1N1CCN(C)CC1,pKi,8.2,TYK2
889,CC(C)C(C)n1cc(-c2cc(N3CCS(=O)(=O)CC3)n(C)n2)c2[nH]nc(N)c2c1=O,pIC50,8.92,JAK2
670,Cn1c(C(=O)NCCN2CCCC2)cc2c(-c3ccc(NC(=O)C4CCCN4C(=O)OC(C)(C)C)cc3)ncnc21,pIC50,8.05,JAK2
1574,CC1(C)CCCCC1n1c(=O)[nH]c2cnc3[nH]ccc3c21,pIC50,7.16,JAK1
8759,N#CC1CS(=O)(=O)CCC1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,pIC50,7.22,JAK2
7453,FC(F)(F)CNC1CCC(c2nnn3cnc4[nH]ccc4c23)CC1,pIC50,6.82,TYK2
5459,CS(=O)(=O)NCC1CCC(N2CN(C3CC3)C(=O)c3cnc4[nH]ccc4c32)CC1,pIC50,8.74,JAK1
4008,CN1CC2(CCN(C(=O)Cn3cc(NC(=O)c4cnn5cccnc45)c(-c4cc(Cl)ccc4OC(F)F)n3)CC2)C1,pKi,8.51,JAK2
8744,N#CC1CN(Cc2cncc(F)c2)CCC1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,pIC50,8.22,JAK1
5956,Cc1cc(NC(=O)c2cnn3cccnc23)n(-c2cc(Cl)ccc2Cl)n1,pKi,8.48,JAK2
9476,N#CCC1(n2cc(C(N)=O)c(Nc3ccnc(F)c3)n2)CCC(Nc2ccccc2Cl)CC1,pIC50,8.15,JAK2
6287,Cc1cccc(NC(=O)Nc2ccc(-c3csc4ncnc(N)c34)cc2)c1,pKi,6.2,JAK3
692,CC(C)(C)OC(=O)N1Cc2cc(Nc3nn(C(CC#N)C4CC4)cc3C(N)=O)ccc2C1=O,pIC50,8.7,JAK1
2140,CCC1CCCCC1N(C)c1ncnc2[nH]ccc12,pIC50,7.21,JAK3
8061,N#CCC1(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)CCN(Cc2ccc3cc[nH]c3c2)CC1,pIC50,7.34,JAK2
6631,Cn1cnc(Nc2ncc(Cl)c(NC3CCC4(CC3)CCN(C(=O)CC#N)CC4)n2)c1,pIC50,8.52,JAK1
2695,C=C(COC)C(=O)Nc1cccc(-c2ncnc3[nH]cc(C(=O)OCC)c23)c1,pIC50,10.6,JAK1
5334,CS(=O)(=O)N1CCCC(Nc2ncccc2-c2cnc3[nH]cc(Cl)c3n2)C1,pKi,11.41,JAK3
8918,NC(=O)c1cnn2cc(-c3cccnc3)cc2c1NC1CCOCC1,pIC50,7.15,JAK1
3515,CN(Cc1ccc(Cl)c(Cl)c1)C1CCN(C(=O)Cn2cc(NC(=O)c3cnn4cccnc34)c(-c3cc(Cl)ccc3OC(F)F)n2)CC1,pKi,9.62,JAK1
5813,Cc1cc(Nc2cc(CN3CCOCC3)c3nc(C)c(Cc4ccc(Cl)cc4F)n3n2)[nH]n1,pIC50,8.4,JAK2
8317,N#Cc1ccc(CNC(=O)C2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)cc1,pIC50,8.1,JAK1
5155,COc1ccc(-c2cc3c(NC4CN(S(C)(=O)=O)CC4OC)c(C(N)=O)cnn3c2)cn1,pIC50,8.1,JAK1
6751,O=c1[nH]ccc2c(NCC3CCCC3)ncnc12,pKi,6.19,JAK1
3565,CN(c1ncnc2[nH]ccc12)C1CC(CS(=O)(=O)C2CCC(C#N)C2)C1,pIC50,6.08,TYK2
2875,CCc1cc(O)c(F)cc1-c1ccc2c(-c3nc4c([nH]3)CCN(C(=O)c3ccc(Cl)cn3)C4)n[nH]c2c1,pIC50,9.0,JAK3
1469,CC1(O)CCC(Nc2c(C(N)=O)cnn3cccc23)C1(C)C,pIC50,8.15,TYK2
1172,CC(CC#N)n1cc(C(N)=O)c(Nc2ccc(S(C)(=O)=O)cc2)n1,pIC50,8.15,JAK1
10528,O=C(Nc1cn(CC(=O)N2CC3CN(CCCOC(=O)N4CCOCC4)CC3C2)nc1-c1cc(Cl)ccc1OC(F)F)c1cnn2cccnc12,pKi,8.97,JAK2
7794,Fc1ccc(CN2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)c(F)c1,pIC50,6.54,TYK2
1195,CC(O)CNCC1CCC(c2nnn3cnc4[nH]ccc4c23)CC1,pIC50,6.49,JAK3
5772,Cc1c(-c2ccc3[nH]nc(N)c3c2)nnn1Cc1ccccc1,pKi,6.1,JAK3
5320,CS(=O)(=O)N1CCCC(Nc2ncccc2-c2cnc3nc[nH]c3n2)C1,pKi,8.93,JAK1
6356,Cc1ccncc1N1CCC(CC#N)(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)CC1,pIC50,6.99,JAK2
216,[C-]#[N+]C1CC(OC(C)=O)C(O)CC1n1cc(C(N)=O)c(Nc2ccc(C(F)(F)F)cc2)n1,pIC50,7.7,JAK1
5203,COc1cccc(-c2cc(C(N)=O)c3[nH]c4cc(C(=O)N5CCOCC5)ccc4c3c2)c1,pIC50,7.31,JAK1
1060,CC(C)NC(=O)c1cnn2ccc(N3CC(O)CC3c3cccc(F)c3)nc12,pIC50,6.26,JAK2
9417,NC1CCCCC1Nc1cc2nc[nH]c(=O)c2c(Nc2cccc3cc[nH]c23)n1,pIC50,6.98,JAK2
8579,N#CC1CC(C(=O)NC(C2CC2)C2CC2)CCC1n1cc(C(N)=O)c(Nc2ccc(Cl)cc2)n1,pIC50,6.77,JAK2
4538,CN(CC#N)CC1CCC(N2CN(C)C(=O)c3cnc4[nH]ccc4c32)CC1,pIC50,6.8,JAK3
1669,CC1(CN(CCC(F)(F)F)C2CCN(C(=O)Cn3cc(NC(=O)c4cnn5cccnc45)c(-c4cc(Cl)ccc4OC(F)F)n3)CC2)COC1,pKi,9.29,JAK1
439,CC(C)(C)NS(=O)(=O)N1CCCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,pIC50,9.65,JAK2
5480,CS(=O)(=O)Nc1ccc(-c2ccnc(Nc3ccc(N4CCC(O)CC4)cc3)n2)cc1,pIC50,6.83,JAK1
7314,N#CCNCC1CCC(c2nnn3cnc4[nH]ccc4c23)CC1,pIC50,8.09,JAK2
183,CC(=O)NC1CCc2ccc(Oc3cnc4[nH]cc(C(=O)NC(C(=O)N5CC(C#N)C5)C(C)(C)C)c4n3)cc21,pIC50,7.24,JAK3
3940,CN(c1ccc(F)cc1)C1CCC(c2nnn3cnc4[nH]ccc4c23)CC1,pIC50,7.62,JAK2
304,CC(NC(=O)c1c[nH]c2ncc(C3CC3)nc12)C(=O)N1CCC(C#N)C1,pIC50,8.06,JAK1
3619,CN(c1ncnc2[nH]ccc12)C1CC(NS(=O)(=O)c2cc(C#N)ccn2)C1,pIC50,6.22,JAK3
3928,CN(c1ncnc2[nH]ccc12)C1CCCCCC1,pIC50,6.96,JAK1
10593,N#CCCCNC1CCN(C(=O)Cn2cc(NC(=O)c3cnn4cccnc34)c(-c3cc(Cl)ccc3OC(F)F)n2)CC1,pKi,9.31,JAK1
1486,CC1(C)CC(CN2CCC(CC#N)(n3cc(C(N)=O)c(Nc4ccnc(F)c4)n3)CC2)CCO1,pIC50,8.3,JAK1
6969,OCc1nc2cnc3[nH]ccc3c2n1C1CCCCC1,pKi,8.96,JAK1
2425,CCN1CCN(Cc2ccc(Nc3nccc(-c4ccc(C(=O)NCC#N)cc4)n3)cc2)CC1,pIC50,6.82,JAK3
6715,N#CCC(C1CC1)n1cc(C(N)=O)c(Nc2cncc(C#N)c2)n1,pIC50,6.88,JAK1
3607,CN(c1ncnc2[nH]ccc12)C1CC(NS(=O)(=O)N2CC3CC3(C#N)C2)C1,pIC50,6.26,JAK2
3669,CN(c1ncnc2[nH]ccc12)C1CC2CN(CC#N)CC2C1,pIC50,8.3,JAK1
3412,CN(CC1CCC(N2CN(CC(F)(F)F)C(=O)c3cnc4[nH]ccc4c32)CC1)S(C)(=O)=O,pIC50,6.37,TYK2
4969,COc1cc(-c2cnc3cccc(-c4ccc(CC(=O)N5CCOCC5)cc4)c3n2)cc(OC)c1OC,pIC50,7.89,JAK2
6711,N#CC1CCOCC1n1cc(C(N)=O)c(Nc2cncc(F)c2)n1,pIC50,9.05,JAK1
7311,c1cc2c(ncn3nnc(C4CCC(CNC5CSC5)CC4)c23)[nH]1,pIC50,7.92,JAK1
7612,O=C1Nc2ncc(-c3cccnc3)cc2C1=Cc1ccc[nH]1,pIC50,6.46,JAK3
3894,CN(c1ncnc2[nH]ccc12)C1CCC(CS(=O)(=O)N2CCCC2CN2CCCC2)CC1,pIC50,8.33,JAK3
6125,CNC(=O)c1ncc(C#Cc2cc(C(=O)Nc3ccc(CN4CCN(CCO)CC4)c(C(F)(F)F)c3)ccc2C)n1C,pIC50,6.27,JAK2
6646,Cn1ccc2ncc(-c3cccnc3NC3CCCN(S(C)(=O)=O)C3)nc21,pIC50,8.71,JAK3
9793,N#CCC(n1cc(C(N)=O)c(Nc2ccccc2)n1)C(F)(F)F,pIC50,6.47,JAK2
830,CC(C)(C(=O)O)c1ccc(Nc2nn(C3CCC(N4CC5(CCC5)C4)CC3C#N)cc2C(N)=O)cc1,pIC50,9.6,JAK1
8993,N#CCC1(n2cc(C(N)=O)c(Nc3ccc(-c4cn[nH]c4)nc3)n2)CCN(C(=O)OCC(F)(F)F)CC1,pIC50,11.0,JAK1
980,CC(C)CS(=O)(=O)N1CCCC(Nc2ncccc2-c2cnc3ccn(C)c3n2)C1,pKi,9.41,JAK3
